V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
Cor_TureIDA_EstIDA_Pearson,Cor_TureIDA_EstIDA_Pearson_pvalue,Cor_TureIDA_EstIDA_Pearson_pvalue_iterate,Cor_TureJointIDA_EstJointIDA_Pearson,Cor_TureJointIDA_EstJointIDA_Pearson_pvalue,Cor_TureJointIDA_EstJointIDA_Pearson_pvalue_iterate,RMSE_TrueIDA_EstIDA,RMSE_TrueIDA_EstIDA_pvalue,RMSE_TrueIDA_EstIDA_pvalue_iterate,RMSE_TrueJointIDA_EstJointIDA,RMSE_TrueJointIDA_EstJointIDA_pvalue,RMSE_TrueJointIDA_EstJointIDA_pvalue_iterate
0.118790023074736,0.460459299949742,0.803742668104643,0.182587332813477,0.802194210499215,0.834245477210883,2.61714050317768,1.55851119287665,0.621149925699679,1.53344403577055,0.477118256739027,0.426493075403798
